1       ,126     ,315   , 8    , 1,1
2       ,446     ,308   , 9    , 2,1
3       ,446     ,308   , 9    , 3,1
4       ,446     ,308   , 9    , 4,1
5       ,446     ,308   , 9    , 5,1
6       ,444     ,307   , 20   , 6,1
7       ,445     ,308   , 9    , 7,1
8       ,447     ,307   , 9    , 8,1
9       ,442     ,309   , 9    , 9,1
10      ,445     ,308   , 9    , 10,1
11      ,442     ,309   , 9    , 11,1
12      ,454     ,317   , 9    , 12,1
13      ,454     ,317   , 9    , 13,1
14      ,454     ,317   , 9    , 14,1
15      ,454     ,317   , 9    , 15,1
16      ,466     ,311   , 9    , 16,1
17      ,466     ,311   , 9    , 17,1
18      ,466     ,311   , 9    , 18,1
20      ,443     ,308   , 9    , 20,1
21      ,474     ,303   , 20   , 21,1
22      ,454     ,317   , 9    , 22,1
23      ,480     ,304   , 20   , 23,1
25      ,481     ,302   , 20   , 25,1
26      ,494     ,319   , 9    , 26,1
27      ,452     ,319   , 9    , 27,1
28      ,445     ,308   , 9    , 28,1
29      ,423     ,321   , 5    , 29,1
30      ,422     ,308   , 9    , 30,1
32      ,281     ,329   , 9    , 32,1
33      ,145     ,310   , 5    , 33,1
34      ,446     ,307   , 20   , 34,0
35      ,474     ,303   , 20   , 35,0
36      ,480     ,304   , 20   , 36,0
42      ,407     ,323   ,  7   , 42,1
45      ,407     ,323   ,  7   , 45,1
46      ,408     ,323   ,  7   , 46,1
47      ,408     ,323   ,  7   , 47,1
50      ,407     ,323   ,  7   , 50,1
69      ,524     ,291   ,  5   , 69,1
70      ,154     ,310   ,  8   , 70,1
71      ,160     ,309   ,  8   , 71,1
72      ,156     ,312   ,  5   , 72,1
73      ,405     ,308   ,  5   , 73,1
74      ,405     ,308   ,  5   , 74,1
75      ,405     ,308   ,  5   , 75,1
76      ,522     ,306   ,  7   , 76,1
77      ,522     ,306   ,  7   , 77,1
78      ,522     ,306   ,  7   , 78,1
79      ,126     ,315   ,  8   , 79,1
80      ,126     ,315   ,  8   , 80,1
81      ,126     ,315   ,  8   , 81,1
82      ,126     ,315   ,  8   , 82,1
83      ,125     ,315   ,  8   , 83,1
84      ,125     ,315   ,  8   , 84,1
85      ,125     ,315   ,  8   , 85,1
86      ,125     ,315   ,  8   , 86,1
87      ,125     ,315   ,  8   , 87,1
88      ,124     ,315   ,  8   , 88,1
89      ,124     ,315   ,  8   , 89,1
90      ,124     ,315   ,  5   , 90,1
91      ,124     ,315   ,  5   , 91,1
92      ,126     ,315   ,  8   , 92,1
93      ,126     ,315   ,  8   , 93,1
94      ,126     ,315   ,  8   , 94,1
95      ,125     ,315   ,  8   , 95,1
96      ,125     ,315   ,  7   , 96,1
97      ,126     ,315   ,  8   , 97,1
98      ,126     ,315   ,  8   , 98,1
99      ,423     ,312   ,  5   , 99,1
100     ,423     ,312   ,  5   , 100,1
101     ,423     ,312   ,  5   , 101,1
102     ,423     ,312   ,  5   , 102,1
103     ,423     ,312   ,  5   , 103,1
104     ,423     ,312   ,  5   , 104,1
105     ,419     ,315   ,  5   , 105,1
106     ,143     ,309   ,  9   , 106,0
107     ,425     ,310   ,  8   , 107,1
108     ,424     ,311   ,  5   , 108,1
109     ,424     ,311   ,  8   , 109,1
110     ,146     ,311   ,  5   , 110,1
111     ,419     ,308   ,  8   , 111,1
112     ,417     ,308   ,  5   , 112,1
113     ,418     ,308   ,  8   , 113,1
114     ,418     ,308   ,  5   , 114,1
115     ,423     ,312   ,  5   , 115,1
116     ,421     ,312   ,  5   , 116,1
117     ,421     ,312   ,  5   , 117,1
118     ,300     ,312   ,  5   , 118,1
119     ,299     ,312   ,  5   , 119,1
120     ,298     ,312   ,  5   , 120,1
121     ,423     ,312   ,  5   , 121,1
122     ,423     ,312   ,  5   , 122,1
123     ,422     ,311   ,  5   , 123,1
124     ,422     ,311   ,  5   , 124,1
125     ,423     ,312   ,  5   , 125,1
126     ,422     ,312   ,  5   , 126,1
127     ,423     ,312   ,  5   , 127,1
128     ,407     ,311   ,  5   , 128,1
129     ,407     ,311   ,  5   , 129,1
130     ,407     ,311   ,  5   , 130,1
131     ,425     ,311   ,  5   , 131,1
132     ,421     ,318   ,  7   , 132,1
134     ,409     ,323   ,  7   , 134,1
135     ,409     ,322   ,  7   , 135,1
137     ,410     ,323   ,  7   , 137,1
138     ,411     ,322   ,  7   , 138,1
139     ,412     ,322   ,  7   , 139,1
140     ,414     ,322   ,  7   , 140,1
141     ,415     ,322   ,  7   , 141,1
142     ,423     ,321   ,  5   , 142,1
144     ,416     ,322   ,  7   , 144,1
145     ,415     ,322   ,  7   , 145,1
146     ,416     ,322   ,  7   , 146,1
147     ,417     ,321   ,  7   , 147,1
148     ,417     ,321   ,  7   , 148,1
149     ,419     ,321   ,  7   , 149,1
151     ,420     ,321   ,  7   , 151,1
152     ,422     ,322   ,  7   , 152,1
153     ,422     ,321   ,  7   , 153,1
154     ,423     ,321   ,  7   , 154,1
157     ,429     ,321   ,  7   , 157,1
158     ,429     ,321   ,  7   , 158,1
159     ,430     ,320   ,  7   , 159,1
163     ,437     ,320   ,  7   , 163,1
164     ,438     ,320   ,  7   , 164,1
165     ,419     ,321   ,  7   , 165,1
166     ,419     ,321   ,  7   , 166,1
169     ,407     ,323   ,  7   , 169,1
171     ,408     ,323   ,  7   , 171,1
172     ,424     ,322   ,  7   , 172,1
173     ,423     ,321   ,  5   , 173,1
174     ,422     ,318   ,  7   , 174,1
175     ,423     ,319   ,  7   , 175,1
176     ,423     ,319   ,  7   , 176,1
177     ,422     ,318   ,  7   , 177,1
178     ,421     ,318   ,  5   , 178,1
179     ,422     ,318   ,  7   , 179,1
180     ,423     ,319   ,  7   , 180,1
182     ,423     ,319   ,  7   , 182,1
183     ,407     ,323   ,  7   , 183,1
184     ,408     ,323   ,  7   , 184,1
186     ,408     ,323   ,  7   , 186,1
187     ,408     ,323   ,  7   , 187,1
188     ,408     ,323   ,  7   , 188,1
189     ,408     ,323   ,  7   , 189,1
190     ,408     ,323   ,  7   , 190,1
191     ,408     ,323   ,  7   , 191,1
192     ,408     ,323   ,  7   , 192,1
205     ,407     ,323   ,  7   , 205,1
214     ,407     ,323   ,  7   , 214,1
215     ,407     ,323   ,  7   , 215,1
216     ,407     ,323   ,  7   , 216,1
217     ,407     ,323   ,  7   , 217,1
219     ,454     ,317   ,  5   , 219,1
220     ,259     ,324   ,  1   , 220,0
221     ,259     ,324   ,  1   , 221,0
222     ,42      ,317   ,  9   , 222,0
223     ,423     ,310   ,  20  , 223,0
224     ,425     ,310   ,  20  , 224,0
227     ,429     ,309   ,  20  , 227,0
229     ,235     ,328   ,  9   , 229,1
232     ,283     ,327   ,  9   , 232,1
233     ,318     ,318   ,  9   , 233,1
234     ,272     ,331   ,  9   , 234,1
236     ,259     ,324   ,  1   , 236,0
238     ,259     ,324   ,  1   , 238,0
239     ,259     ,323   ,  9   , 239,0
241     ,443     ,320   ,  1   , 241,0
242     ,278     ,320   ,  9   , 242,0
243     ,279     ,320   ,  9   , 243,0
245     ,258     ,326   ,  9   , 245,0
256     ,235     ,328   ,  1   , 256,0
257     ,235     ,328   ,  1   , 257,0
263     ,288     ,326   ,  1   , 263,0
264     ,392     ,314   ,  1   , 264,0
265     ,293     ,329   ,  1   , 265,0
266     ,439     ,320   ,  1   , 266,0
267     ,397     ,316   ,  9   , 267,1
268     ,397     ,316   ,  9   , 268,1
269     ,397     ,316   ,  9   , 269,1
270     ,397     ,316   ,  9   , 270,1
271     ,421     ,318   ,  9   , 271,1
272     ,421     ,318   ,  9   , 272,1
274     ,421     ,318   ,  9   , 274,1
275     ,421     ,318   ,  9   , 275,1
276     ,421     ,318   ,  9   , 276,1
277     ,421     ,318   ,  9   , 277,1
278     ,421     ,318   ,  9   , 278,1
280     ,421     ,318   ,  9   , 280,1
287     ,150     ,307   ,  5   , 287,1
289     ,146     ,304   ,  9   , 289,0
290     ,145     ,304   ,  9   , 290,0
291     ,148     ,304   ,  9   , 291,0
292     ,149     ,303   ,  9   , 292,0
293     ,147     ,304   ,  9   , 293,0
294     ,148     ,305   ,  5   , 294,1
318     ,154     ,304   ,  5   , 318,1
319     ,159     ,303   ,  5   , 319,1
320     ,156     ,302   ,  5   , 320,1
321     ,158     ,302   ,  5   , 321,1
322     ,150     ,303   ,  5   , 322,1
323     ,150     ,302   ,  5   , 323,1
324     ,159     ,303   ,  5   , 324,1
325     ,156     ,303   ,  5   , 325,1
326     ,154     ,313   ,  20  , 326,1
327     ,154     ,313   ,  8   , 327,1
328     ,153     ,314   ,  20  , 328,1
329     ,156     ,312   ,  8   , 329,1
331     ,155     ,312   ,  9   , 331,1
332     ,152     ,313   ,  8   , 332,1
333     ,151     ,312   ,  8   , 333,1
334     ,154     ,313   ,  20  , 334,1
335     ,159     ,313   ,  8   , 335,1
336     ,159     ,313   ,  8   , 336,1
337     ,159     ,313   ,  8   , 337,1
338     ,153     ,313   ,  20  , 338,1
339     ,151     ,316   ,  8   , 339,1
340     ,153     ,315   ,  9   , 340,1
341     ,155     ,314   ,  8   , 341,1
342     ,152     ,311   ,  9   , 342,1
343     ,156     ,312   ,  20  , 343,1
344     ,158     ,312   ,  20  , 344,1
345     ,147     ,312   ,  9   , 345,1
346     ,143     ,309   ,  9   , 346,0
347     ,146     ,311   ,  20  , 347,1
348     ,145     ,310   ,  5   , 348,1
349     ,143     ,309   ,  5   , 349,1
350     ,141     ,309   ,  9   , 350,1
351     ,145     ,312   ,  9   , 351,1
352     ,148     ,314   ,  9   , 352,1
353     ,150     ,314   ,  9   , 353,1
354     ,148     ,313   ,  9   , 354,1
359     ,151     ,309   ,  8   , 359,1
360     ,152     ,308   ,  8   , 360,1
361     ,154     ,310   ,  20  , 361,1
362     ,154     ,310   ,  9   , 362,1
363     ,160     ,309   ,  9   , 363,1
364     ,151     ,310   ,  9   , 364,1
365     ,158     ,309   ,  9   , 365,1
366     ,138     ,299   ,  9   , 366,1
367     ,141     ,303   ,  9   , 367,1
368     ,260     ,305   ,  9   , 368,0
369     ,260     ,305   ,  20  , 369,1
370     ,260     ,305   ,  20  , 370,1
371     ,260     ,305   ,  20  , 371,1
372     ,260     ,305   ,  20  , 372,1
373     ,260     ,305   ,  5   , 373,1
374     ,259     ,305   ,  20  , 374,1
375     ,260     ,305   ,  20  , 375,1
376     ,260     ,305   ,  20  , 376,1
377     ,260     ,305   ,  7   , 377,1
378     ,260     ,305   ,  7   , 378,1
381     ,295     ,322   ,  9   , 381,1
382     ,295     ,322   ,  9   , 382,1
383     ,295     ,322   ,  9   , 383,1
384     ,508     ,305   ,      , 384,0
385     ,442     ,308   ,      , 385,0
386     ,442     ,308   ,      , 386,0
387     ,442     ,308   ,      , 387,0
388     ,443     ,308   ,      , 388,0
389     ,443     ,308   ,      , 389,0
390     ,429     ,303   ,      , 390,0
391     ,422     ,302   ,      , 391,0
392     ,401     ,304   ,      , 392,0
393     ,401     ,304   ,      , 393,0
394     ,399     ,303   ,      , 394,0
395     ,404     ,304   ,      , 395,0
396     ,402     ,304   ,      , 396,0
402     ,419     ,308   ,      , 402,0
403     ,419     ,308   ,      , 403,0
404     ,418     ,307   ,      , 404,0
406     ,418     ,307   ,      , 406,0
407     ,422     ,309   ,      , 407,0
411     ,422     ,309   ,      , 411,0
412     ,403     ,299   ,      , 412,0
413     ,402     ,300   ,      , 413,0
414     ,402     ,300   ,      , 414,0
415     ,399     ,300   ,      , 415,0
416     ,420     ,300   ,      , 416,0
433     ,425     ,310   ,      , 433,0
434     ,424     ,310   ,      , 434,0
435     ,424     ,310   ,      , 435,0
438     ,429     ,311   ,      , 438,0
439     ,418     ,304   ,      , 439,0
440     ,429     ,309   ,      , 440,0
441     ,448     ,299   ,      , 441,0
442     ,448     ,299   ,      , 442,0
443     ,448     ,300   ,      , 443,0
444     ,448     ,299   ,      , 444,0
445     ,419     ,300   ,      , 445,0
446     ,421     ,302   ,      , 446,0
448     ,407     ,298   ,      , 448,0
449     ,407     ,298   ,      , 449,0
450     ,418     ,304   ,      , 450,0
451     ,418     ,304   ,      , 451,0
452     ,418     ,304   ,      , 452,0
453     ,418     ,304   ,      , 453,0
454     ,418     ,304   ,      , 454,0
455     ,419     ,303   ,      , 455,0
456     ,419     ,306   ,      , 456,0
459     ,396     ,311   ,      , 459,0
460     ,397     ,310   ,      , 460,0
465     ,392     ,314   ,      , 465,0
469     ,407     ,323   ,      , 469,0
480     ,423     ,321   ,      , 480,0
487     ,423     ,319   ,      , 487,0
489     ,423     ,319   ,      , 489,0
490     ,422     ,318   ,      , 490,0
491     ,422     ,318   ,      , 491,0
492     ,422     ,318   ,      , 492,0
493     ,431     ,304   ,      , 493,0
494     ,423     ,321   ,      , 494,0
496     ,406     ,321   ,      , 496,0
497     ,422     ,317   ,      , 497,0
498     ,423     ,321   ,      , 498,0
499     ,423     ,320   ,      , 499,0
500     ,423     ,319   ,      , 500,0
501     ,422     ,317   ,      , 501,0
502     ,422     ,317   ,      , 502,0
503     ,421     ,316   ,      , 503,0
506     ,421     ,317   ,      , 506,0
507     ,420     ,315   ,      , 507,0
508     ,420     ,315   ,      , 508,0
509     ,423     ,319   ,      , 509,0
510     ,423     ,319   ,      , 510,0
511     ,423     ,320   ,      , 511,0
512     ,422     ,317   ,      , 512,0
514     ,422     ,318   ,      , 514,0
515     ,410     ,315   ,      , 515,0
516     ,395     ,317   ,      , 516,0
519     ,430     ,309   ,      , 519,0
520     ,430     ,308   ,      , 520,0
521     ,430     ,309   ,      , 521,0
522     ,430     ,309   ,      , 522,0
523     ,431     ,308   ,      , 523,0
524     ,431     ,308   ,      , 524,0
525     ,431     ,308   ,      , 525,0
526     ,430     ,308   ,      , 526,0
533     ,431     ,308   ,      , 533,0
538     ,434     ,307   ,      , 538,0
539     ,431     ,308   ,      , 539,0
541     ,427     ,308   ,      , 541,0
542     ,427     ,309   ,      , 542,0
545     ,429     ,308   ,      , 545,0
551     ,429     ,309   ,      , 551,0
552     ,429     ,309   ,      , 552,0
553     ,430     ,305   ,      , 553,0
554     ,431     ,304   ,      , 554,0
555     ,431     ,304   ,      , 555,0
556     ,431     ,304   ,      , 556,0
557     ,430     ,304   ,      , 557,0
558     ,430     ,304   ,      , 558,0
559     ,430     ,304   ,      , 559,0
561     ,430     ,304   ,      , 561,0
